model,temperature,doc,text,domain,main_LAD,annotators_choice,recoded_choice,api_result,chosen_option,reasoning
gemma2:latest,1,"By Sian Bayley, local democracy reporter Big changes could soon be coming to the streets of Wandsworth as new plans for improvements along Putney High Street and Wandsworth Town Centre have been unveiled by the council. Putney has already seen a number of improvement works since September 2019 and could see some more changes in the future. This week the council announced that it had received a further £1.058m in funding from the Government from the Future High Streets initiative to help increase footfall on the high street. Wandsworth council hopes to split this into three projects which include: The Library Community and Incubator Hub – This could see a combined workspace and community hub brought to the high street using the existing library. The plan includes provision of 110sqm of affordable workspace, new meeting rooms and a community café. – This could see a combined workspace and community hub brought to the high street using the existing library. The plan includes provision of 110sqm of affordable workspace, new meeting rooms and a community café. Lower Richmond Road Junction – The council wants to give pedestrians more crossing facilities to help them access the northern end of the high street and the Thames. The plan includes a reduction in the number of signalised pedestrian crossing stages and traffic islands to make the pedestrian crossing simpler and easier to navigate. – The council wants to give pedestrians more crossing facilities to help them access the northern end of the high street and the Thames. The plan includes a reduction in the number of signalised pedestrian crossing stages and traffic islands to make the pedestrian crossing simpler and easier to navigate. Putney Embankment Extension – The proposal seeks to extend the Putney Embankment towards the high street and enhance the existing waterfront areas access. It could see a new kiosk building on Lower Richmond Road which combines a bus stop, improved access and coffee shop. The planning document for the future of the Wandle Delta area was also discussed at the council’s planning and transport committee last week (February 4). The Wandle Delta includes a number of sites north of Wandsworth Town Centre and south of the River Thames. Historically, it has been home to a lot of retail warehouses and industrial uses, but the redevelopment will look to increase the residential and leisure areas and provide new areas of public open space. Planning documents say: “The area will be transformed by creating an accessible and permeable network of streets and spaces, making it easy and enjoyable to get around on foot and by bike and supporting the intensification of uses.” Currently it is home to buildings associated with electricity, the former gas holders, waste and recycling facilities and ongoing access to Thames Tideway infrastructure which make it difficult and confusing to get around. Developers have recently acquired the vacant former gasworks site plus a neighbouring piece of land in Swandon Way – one of the last remaining undeveloped sites in the town centre – which the council hopes will be redeveloped to provide more homes and jobs for local people. The two sites cover 1.4 hectares, stretching from the River Wandle in the west up to Swandon Way in the east. It is expected that more sites will come forward for development in the next few years, so it is important for people to comment on the Supplementary Planning Document (SPD) for the area to help provide guidance on what new developments should look like and offer. A public consultation on the redevelopment of the Wandle Delta area will soon take place for residents to share their thoughts and concerns, and it is expected to be adopted in the spring/summer this year. Share on Social Media x facebook email whatsapp Related",the Putney Embankment,londonnewsonline.co.uk,Southwark,NA,Wandsworth,,Wandsworth,The article mentions Putney High Street and Wandsworth Town Centre as locations where improvements are planned.
gemma2:latest,1,"Traffic heading over the Dartford Crossing into Kent is now moving freely following the completion of emergency repairs. Three lanes were closed over the QEII Bridge, with drivers stuck in a standstill due to the work. Queues on the southbound M25 earlier this morning Delays lasted for about an hour as traffic picked up in the early morning. But the roadworks have now been removed and all four lanes over the crossing are open. Congestion which backed up to Junction 30 of the M25 has been cleared as a result. Avoid getting stuck on Kent's roads by keeping up-to-date on all of the latest traffic and travel news here or by following our live blog. Read more: All the latest news from Dartford",the QEII Bridge,kentonline.co.uk,Maidstone,NA,Thurrock,,Dartford,"The article mentions the Dartford Crossing and Junction 30 of the M25, both located in Dartford."
gemma2:latest,1,"now In Clitheroe, the Town Mayor and Mayoress, Councillors Simon and Donna O’Rourke, led tributes to the fallen on Remembrance Sunday. A first parade, led by Clitheroe Town Crier Roland Hailwood and Clitheroe Town Band, was followed by a Remembrance Sunday service at Clitheroe Parish Church, conducted by the Rev Andy Froud. A second parade after the church service was to the war memorial where many more residents had gathered to pay their respects. A short service at the war memorial included extracts from For the Fallen and the Kohima epitaph read by Mr Brian Nightingale, the Last Post played by Donna Briggs of Clitheroe Town Band and the two minutes’ silence. Wreaths were laid on behalf of many organisations in Clitheroe. The service at the war memorial was live-streamed by Gregorys Audio Visual on Clitheroe Town Council's Facebook page for those who were unable to attend in person. Residents in Clitheroe pay their respects. Picture by Ken Geddes Services to honour the war heroes were also held in Whalley and Billington. After the church services, people were asked to make their own way to the Whalley War Memorial where a joint service of remembrance was held with the last post sounded at 11am. Later on the Billington and Whalley brass band club was open to welcome guests to the afternoon service of remembrance. After servings of pie and peas provided by one of the local pubs, supported by generous donations made by local businesses and residents, guests made their way to the Billington and Langho War Memorial. Donations raised locally, paid for the various costs of this event, including the Accrington Pipe Band who lead the Sea Cadets to the Billington and Langho War Memorial. Here, they were met by lots of local bystanders who joined in with the service of remembrance led by the Rev. Tracy from St.Leonard’s in Langho. Whalley resident, Neil Martin is among those who attended. He said: ""This was one of the busiest Remembrance Sundays I have witnessed in both Whalley, Billington and Langho for many years. The aim by our local residents is to support the reforming of the Whalley and District Royal British Legion who unfortunately have been unable this year to arrange events locally due to the pandemic and the passing of key members of the RBL branch. This has been helped by support of our local councillors with Ged Mirfin being the lead with them, some remaining members of the RBL in Whalley and some fundraising and physical support by Whalley and District Lions Club."" Meanwhile, Ribblesdale High School Head Boy Durell and Head Girl Hannah were immensely proud to represent the school at this Sunday's memorial service in Clitheroe. Both pupils found the experience profoundly moving and executed their duties with perfect decorum and respect for all servicemen and women, past and present. All pupils at Ribblesdale spent time last week reflecting on the far-reaching impact of war and terror on not only the servicemen and women themselves, but on all who hold them dear, especially those left behind when the ultimate sacrifice is made.",the Whalley War Memorial,burnleyexpress.net,Burnley,NA,Ribble Valley,,Whalley,The article states that a service was held at the Whalley War Memorial.
gemma2:latest,1,"By Sian Bayley, local democracy reporter Big changes could soon be coming to the streets of Wandsworth as new plans for improvements along Putney High Street and Wandsworth Town Centre have been unveiled by the council. Putney has already seen a number of improvement works since September 2019 and could see some more changes in the future. This week the council announced that it had received a further £1.058m in funding from the Government from the Future High Streets initiative to help increase footfall on the high street. Wandsworth council hopes to split this into three projects which include: The Library Community and Incubator Hub – This could see a combined workspace and community hub brought to the high street using the existing library. The plan includes provision of 110sqm of affordable workspace, new meeting rooms and a community café. – This could see a combined workspace and community hub brought to the high street using the existing library. The plan includes provision of 110sqm of affordable workspace, new meeting rooms and a community café. Lower Richmond Road Junction – The council wants to give pedestrians more crossing facilities to help them access the northern end of the high street and the Thames. The plan includes a reduction in the number of signalised pedestrian crossing stages and traffic islands to make the pedestrian crossing simpler and easier to navigate. – The council wants to give pedestrians more crossing facilities to help them access the northern end of the high street and the Thames. The plan includes a reduction in the number of signalised pedestrian crossing stages and traffic islands to make the pedestrian crossing simpler and easier to navigate. Putney Embankment Extension – The proposal seeks to extend the Putney Embankment towards the high street and enhance the existing waterfront areas access. It could see a new kiosk building on Lower Richmond Road which combines a bus stop, improved access and coffee shop. The planning document for the future of the Wandle Delta area was also discussed at the council’s planning and transport committee last week (February 4). The Wandle Delta includes a number of sites north of Wandsworth Town Centre and south of the River Thames. Historically, it has been home to a lot of retail warehouses and industrial uses, but the redevelopment will look to increase the residential and leisure areas and provide new areas of public open space. Planning documents say: “The area will be transformed by creating an accessible and permeable network of streets and spaces, making it easy and enjoyable to get around on foot and by bike and supporting the intensification of uses.” Currently it is home to buildings associated with electricity, the former gas holders, waste and recycling facilities and ongoing access to Thames Tideway infrastructure which make it difficult and confusing to get around. Developers have recently acquired the vacant former gasworks site plus a neighbouring piece of land in Swandon Way – one of the last remaining undeveloped sites in the town centre – which the council hopes will be redeveloped to provide more homes and jobs for local people. The two sites cover 1.4 hectares, stretching from the River Wandle in the west up to Swandon Way in the east. It is expected that more sites will come forward for development in the next few years, so it is important for people to comment on the Supplementary Planning Document (SPD) for the area to help provide guidance on what new developments should look like and offer. A public consultation on the redevelopment of the Wandle Delta area will soon take place for residents to share their thoughts and concerns, and it is expected to be adopted in the spring/summer this year. Share on Social Media x facebook email whatsapp Related",Wandsworth Town Centre,londonnewsonline.co.uk,Southwark,NA,Wandsworth,,Wandsworth,The article explicitly mentions Wandsworth Town Centre and Wandsworth council.
gemma2:latest,1,"Easier access to your trusted, local news. Subscribe to a digital package and support local news publishing. FORRES Mechanics manager Gordon Connelly has said there are ""so many pluses"" after his side's 1-0 defeat against Formartine United. After back-to-back 7-0 home losses in his first two games in charge, followed by a 2-0 defeat at Wick Academy, Connelly was encouraged by the performance in the defeat to Formartine at Mosset Park. A sixth minute goal from Stuart Smith was enough to give the visitors the three points, but the Cans competed well throughout. Connelly said: ""So many pluses have come out of the game. ""You can see their fitness levels have improved since we came in and that was a big issue. ""And I actually think the players enjoyed it. They gave us energy, we've just not got the luck in front of goals but I can't fault the effort."" Midfielder Jack Maley, formerly of Rothes, was a new face in the starting line-up for Mechanics, who were behind early on. A Kevin Hanratty cross was headed in at the near post by Formartine defender Stuart Smith to give the visitors the advantage. Forres' first chance came after 18 minutes, with new man Maley finding Callum Johnston whose shot was almost let slip by Ewan Macdonald. Moments later Jack Grant knocked just wide at the near post after a Dale Wood cross. Graeme Rodger had a couple of chances for the visitors before the break, with their best chance coming courtesy of Kevin Hanratty, but his shot was brilliantly blocked by Graham Fraser. Into the second half and the Cans scrapped away, with Lee Fraser's shot at the end of a good counter attack being blocked on the hour mark. Goalkeeper Lee Herbert had to be sharp to deny Rodger on 70 minutes, while substitute Jonny Smith headed just wide for Formartine on 84 minutes. Smith had the ball in the net from a free-kick three minutes later but was adjudged to have been in an offside position. The final chance fell the way of Daniel Park, who cut inside from 25 yards and fired a well-hit effort into the sidenetting. Mechanics have now lost four in a row under their new management team, without scoring. A trip to Strathspey Thistle on Saturday, before a home tie with Fort William after Christmas, gives the Cans the chance to change that. Connelly added: ""There are no easy games. The pyramid system has switched all teams on to the fear of losing and going down because there might not be a route back. ""We don't have the right to beat anybody. Strathspey were unlucky at Wick so they'll be a tough game. ""But it's one we go into with a bit of confidence so we'll hope to build on that.""",Wick,forres-gazette.co.uk,Moray,Highland,Highland,,Wick,"The article mentions a trip to Strathspey Thistle on Saturday, before a home tie with Fort William after Christmas, gives the Cans the chance to change that. Connelly added: ""There are no easy games. The pyramid system has switched all teams on to the fear of losing and going down because there might not be a route back. ""We don't have the right to beat anybody. Strathspey were unlucky at Wick so they'll be a tough game."" "
gemma2:latest,1,"Kirsty Sheldon, now 46, of Defoe Crescent, Newton Aycliffe, was sentenced to a total 32-months’ imprisonment at Durham Crown Court in March.

It followed her guilty pleas to possessing criminal property, despite disputing the amount involved, and fraud.

The court heard the money laundering charge related to funds loaned to her in 2017 to help set up a clothing supply business, My Couture Heaven, in Newton Aycliffe.

Read more: Detective welcomes jailing of ""heartless"" County Durham fraudster

She was said to have been loaned various sums, amounting to £98,725, by an associate of a business partner, from Dundee, in Scotland.

Sheldon repeatedly made excuses why she could not pay the money back, as promised, only, eventually, repaying £8,002 of the amount received.

During a trial of issue staged at the court, prior to her being sentenced, she claimed she only received about £12,000 in loans, but Judge James Adkin found against her and accused her of telling “clear lies” in fobbing off the lender, knowing full well that she was unable to repay the money.

The fraud case related to the online sale of static caravan holidays at the Haggerston Castle site, in north Northumberland, in 2017 and 2018.

Although some of her customers went on to have satisfactory breaks, some turned up having travelled to the site, near Berwick, only to discover the holiday home they had booked to stay in was already occupied, or the booking did not exist.

Some had to pay to stay in alternative accommodation and were not compensated by Sheldon.

As with the money laundering charge, she gave a variety of excuses to holidaymakers she had let down and left out of pocket.

Read more: County Durham woman jailed again in further fraud cases

The court heard that the resulting 32-month sentence she is now serving is not her first jail stretch, as, in 2014, when known as Kirsty Cox, she received a two-year sentence at Teesside Crown Court for the fraudulent sale of iPad computers at knock-down prices.

While some devices were sold, she was unable to keep up with demand, despite taking customers’ money up front, leaving 40 out of pocket by more than £450,000.

She subsequently failed to meet the crime proceeds settlement figure agreed in that case.

In the latest case, it was estimated that with interest she benefited by £114,438.46 from her criminal activities, but the available amount to confiscate from her is only £200.

Judge Adkin, therefore, ordered that the £200 be paid by way of compensation, to be divided between her victims.

Although she is serving her sentence in Low Newton Women’s Prison, she was given 28 days to pay the £200 or risk receiving an extra 28 days behind bars, in default.

Read next:

iPad fraudster Kirsty Cox from Newton Aycliffe facing ruin

Newton Aycliffe iPad fraudster Kirsty Cox is free, but told to pay £37,000 in six months or go back to prison

iPad scam woman seeks to persuade judge to halve amount she owes

If you want to read more great stories, why not subscribe to your Northern Echo for as little as £1.25 a week. Click here",Low Newton Women’s Prison,thenorthernecho.co.uk,Darlington,NA,County Durham,,Low Newton,The article states that Kirsty Sheldon is serving her sentence in Low Newton Women’s Prison.
gemma2:latest,1,"MERIDEN MP, Saqib Bhatti grabbed a litter picker and a bag and helped community groups to Keep Meriden Tidy.

The Conservative MP started his weekend clean up in Marston Green where Saqib met councillors Bob and Gail Sleigh along with members of the newly formed Marston Green Wombles, where they were welcomed afterwards at the Picnic Basket for a hot drink.

He then headed to Babbs Mill Park to meet with Clean and Green Solihull and the Mayor of the West Midlands who was running his West Midlands Great Clean Up ahead of the Commonwealth Games.

The next day he started in Balsall Common before heading off to then ventured to Castle Bromwich to meet with the Castle Bromwich Litter Pickers where they picked up six bags of litter.





He ended the campaign with Dorridge U3A and other local residents with the help of the Knowle and Dorridge Lions in Dorridge Park where volunteers found litter ranging from crisp packets to parts of a washing machine.

Mr Bhatti said: “I was thrilled to host another Keep Meriden Tidy weekend and help local groups in their endeavour to keep Meriden tidy.

“The Covid-19 pandemic and subsequent lockdowns have exacerbated problems such as littering and fly-tipping.

“However, getting back on track after the pandemic will involve tackling this issue.

“£1billion is spent on picking up litter from our public places every year.

“With the help of local litter picking groups, the impact of this is lower but we still have a huge problem when it comes to littering.

“I thoroughly enjoyed speaking to the groups about how we can coordinate a long-term campaign to deter people from littering.”",Babbs Mill Park,solihullobserver.co.uk,Solihull,NA,Solihull,,Solihull,The article states that Saqib Bhatti visited Babbs Mill Park in Solihull.
gemma2:latest,1,"Parkside Colliery closed in 1993

Secretary of State for Leveling Up, Housing and Communities, Michael Gove, has approved the regeneration of Parkside Colliery at Newton-le-Willows, unlocking huge investment.

But a major logistics park just off the M6 called Haydock Park, which backers said, would have created 2,550 jobs, has been turned down.

Advertisement Hide Ad

Advertisement Hide Ad

Sign up to our daily newsletter Sign up Thank you for signing up! Did you know with a Digital Subscription to Wigan Today, you can get unlimited access to the website including our premium content, as well as benefiting from fewer ads, loyalty rewards and much more. Learn More Sorry, there seem to be some issues. Please try again later. Submitting...

It is three decades since Parkside stopped producing coal, one of the last mines in the North West to close.

The Haydock Point project was rejected by St Helens Council and the secretary of state

Since then the site has been the subject of numerous plans for redevelopment which have come to nothing.

However now, a new project providing 1,330 new jobs when fully complete as a major logistics hub, has been predicted to add more than £80m a year to the local economy and provide £2.2m a year in business rates to support local services.

The scheme was ""called in"" for an inquiry in May 2020 by the then communities secretary Robert Jenrick.

Advertisement Hide Ad

Advertisement Hide Ad

Parkside Regeneration is a joint venture between developer Langtree and St Helens Council.

Yvonne Fovargue MP

John Downes, chairman of Parkside Regeneration, told Business Desk: “It’s been a long road, but we got there.

“I’m delighted that the Secretary of State saw as clearly as we did Parkside’s potential for transformational change and the contribution it will make to re-balancing the borough’s economy.

“Work starts today on what we need to do to get spades in the ground. There’ll be lots going on behind the scenes that people won’t see, but we’ve already pushed the ‘go’ button.”

Advertisement Hide Ad

Advertisement Hide Ad

Councillor Seve Gomez-Aspron, Deputy Leader of St Helens Council and Newton-le-Willows ward member, added: “Parkside has been a derelict colliery site since the pit was closed and 2,000 local workers lost their jobs in the early 1990s. It is fantastic news that the Government have respected local democracy and allowed the site to be brought back in to use to create employment opportunities for local residents.

“This also comes with over £800,000 of funding through s106 to improve local parks and green areas, schemes to get locals into the new jobs, new bus and cycle routes to the site and acres of new public parkland.

“We have always said that development must come with adequate infrastructure, and the new Parkside Link Road addresses that concern with a direct link to the M6.

“This is great news for Newton-le-Willows and job creation in the area, providing much needed jobs, investment and infrastructure.”

Advertisement Hide Ad

Advertisement Hide Ad

But, just up the road, the plan for Haydock Point was rejected by St Helens Council after some councillors branded it a “monstrosity” which would cause too much damage to the environment both because it would be built on green belt and because of the extra HGVs that would be driving around the area.

That decision has now been upheld by Mr Gove.

The news was hailed by Makerfield's MP.

Yvonne Fovargue said: “I welcome the decision to dismiss the appeal.

""I objected to this application on the grounds of its encroachment on the greenbelt, traffic congestion and air quality. It was a development too far and I am pleased that the Planning Inspector dismissed the appeal by Peel Investments.”",Haydock Point,wigantoday.net,Wigan,NA,St Helens,,St Helens,The article repeatedly mentions St Helens Council rejecting both the Haydock Point project and approving the Parkside Colliery regeneration.
gemma2:latest,1,"People in Writer's Square, Belfast, taking part in a demonstration against gender violence and to defend the right to protest following the murder of Sarah Everard Liam McBurney/PA Wire

People in Writer's Square, Belfast, taking part in a demonstration against gender violence and to defend the right to protest following the murder of Sarah Everard Liam McBurney/PA Wire

Five people were fined by the PSNI during a protest organised by the Northern Ireland feminist group ROSA in Belfast's Writer's Square on Tuesday evening.

The event, which was described as a ""socially distanced stand-out"", involved dozens gathering in the area with placards, protesting against violence perpetrated towards women.

The event was organised by ROSA NI - a socialist feminist movement that operates across the island of Ireland. During the event, organisers chanted and called for an end to violence against women.

The event follows the death of Sarah Everard, a 33-year-old marketing executive who went missing after walking home from a friend’s flat in London on March 3

Her remains were later discovered in an area of woodland in Ashford in Kent a week later.

A member of the Met Police has been charged in relation to her kidnap and murder.

One speaker at the Belfast event on Tuesday said: ""We are here for Sarah Everard. We are here because at a vigil on Saturday, attendees were brutally oppressed. We are here because it is clear that we are not safe in our homes. We are not safe in our workplaces and we are not safe in our streets.""

People in Writer's Square, Belfast, taking part in a demonstration against gender violence and to defend the right to protest following the murder of Sarah Everard Liam McBurney/PA Wire

On a statement on social media, the group urged those attending to ensure social distancing was followed and also that anyone attending also wore masks and sanitised their hands.

""We’ve called this action in solidarity with all victims and survivors of gender-based violence and with those protesting the murder of Sarah Everard who have faced disgraceful police repression,"" they said.

""It’s clear that gender-based violence is a daily reality for women & non-binary people, and the assembly has failed to effectively tackle this crisis.

""Today, Writer’s Square, Belfast at 6pm, we’ll be taking a stand to defend the right to protest, to oppose the repression against those attending Saturday’s vigil, and to demand an end to gender-based violence.

""The response of the Met police was totally abhorrent, and underlines what socialist feminists have been saying : that the entire system is complicit in perpetuating violence and misogyny.""

The event in Belfast follows other similar ""reclaim the streets"" events in Dublin and also the high profile vigil in Clapham Common in London on Saturday when met Police officers clashed with crowds gathered.

In a statement, Superintendent David Moore from the PSNI said: ""Police were in attendance at a planned protest which took place at the Writer’s Square area of Belfast this evening

“Shortly before 6pm, approximately around 20 people had gathered at the event which was peaceful. This number quickly grew to approximately 100.

""As a result, officers engaged with the event organisers and explained and encouraged people to comply with the Health Protection (Coronavirus Restrictions) Regulations NI 2020. Subsequently, five people were issued with Fixed Penalty Notices under the Health Protection Regulations.

“We would appeal to everyone to adhere to the current Health Protection (Coronavirus Restrictions) Regulations to play their part in slowing the spread of this virus and helping everyone stay safe and save lives.”",Writer's Square,belfasttelegraph.co.uk,Belfast,NA,Belfast,,Belfast,"The article explicitly states that the event took place in Writer's Square, Belfast."
gemma2:latest,1,"People in Writer's Square, Belfast, taking part in a demonstration against gender violence and to defend the right to protest following the murder of Sarah Everard Liam McBurney/PA Wire

People in Writer's Square, Belfast, taking part in a demonstration against gender violence and to defend the right to protest following the murder of Sarah Everard Liam McBurney/PA Wire

Five people were fined by the PSNI during a protest organised by the Northern Ireland feminist group ROSA in Belfast's Writer's Square on Tuesday evening.

The event, which was described as a ""socially distanced stand-out"", involved dozens gathering in the area with placards, protesting against violence perpetrated towards women.

The event was organised by ROSA NI - a socialist feminist movement that operates across the island of Ireland. During the event, organisers chanted and called for an end to violence against women.

The event follows the death of Sarah Everard, a 33-year-old marketing executive who went missing after walking home from a friend’s flat in London on March 3

Her remains were later discovered in an area of woodland in Ashford in Kent a week later.

A member of the Met Police has been charged in relation to her kidnap and murder.

One speaker at the Belfast event on Tuesday said: ""We are here for Sarah Everard. We are here because at a vigil on Saturday, attendees were brutally oppressed. We are here because it is clear that we are not safe in our homes. We are not safe in our workplaces and we are not safe in our streets.""

People in Writer's Square, Belfast, taking part in a demonstration against gender violence and to defend the right to protest following the murder of Sarah Everard Liam McBurney/PA Wire

On a statement on social media, the group urged those attending to ensure social distancing was followed and also that anyone attending also wore masks and sanitised their hands.

""We’ve called this action in solidarity with all victims and survivors of gender-based violence and with those protesting the murder of Sarah Everard who have faced disgraceful police repression,"" they said.

""It’s clear that gender-based violence is a daily reality for women & non-binary people, and the assembly has failed to effectively tackle this crisis.

""Today, Writer’s Square, Belfast at 6pm, we’ll be taking a stand to defend the right to protest, to oppose the repression against those attending Saturday’s vigil, and to demand an end to gender-based violence.

""The response of the Met police was totally abhorrent, and underlines what socialist feminists have been saying : that the entire system is complicit in perpetuating violence and misogyny.""

The event in Belfast follows other similar ""reclaim the streets"" events in Dublin and also the high profile vigil in Clapham Common in London on Saturday when met Police officers clashed with crowds gathered.

In a statement, Superintendent David Moore from the PSNI said: ""Police were in attendance at a planned protest which took place at the Writer’s Square area of Belfast this evening

“Shortly before 6pm, approximately around 20 people had gathered at the event which was peaceful. This number quickly grew to approximately 100.

""As a result, officers engaged with the event organisers and explained and encouraged people to comply with the Health Protection (Coronavirus Restrictions) Regulations NI 2020. Subsequently, five people were issued with Fixed Penalty Notices under the Health Protection Regulations.

“We would appeal to everyone to adhere to the current Health Protection (Coronavirus Restrictions) Regulations to play their part in slowing the spread of this virus and helping everyone stay safe and save lives.”",Writer’s Square,belfasttelegraph.co.uk,Belfast,NA,Belfast,,Belfast,"The article explicitly states that the event took place in Writer's Square, Belfast."
gemma2:latest,1,"People in Writer's Square, Belfast, taking part in a demonstration against gender violence and to defend the right to protest following the murder of Sarah Everard Liam McBurney/PA Wire

People in Writer's Square, Belfast, taking part in a demonstration against gender violence and to defend the right to protest following the murder of Sarah Everard Liam McBurney/PA Wire

Five people were fined by the PSNI during a protest organised by the Northern Ireland feminist group ROSA in Belfast's Writer's Square on Tuesday evening.

The event, which was described as a ""socially distanced stand-out"", involved dozens gathering in the area with placards, protesting against violence perpetrated towards women.

The event was organised by ROSA NI - a socialist feminist movement that operates across the island of Ireland. During the event, organisers chanted and called for an end to violence against women.

The event follows the death of Sarah Everard, a 33-year-old marketing executive who went missing after walking home from a friend’s flat in London on March 3

Her remains were later discovered in an area of woodland in Ashford in Kent a week later.

A member of the Met Police has been charged in relation to her kidnap and murder.

One speaker at the Belfast event on Tuesday said: ""We are here for Sarah Everard. We are here because at a vigil on Saturday, attendees were brutally oppressed. We are here because it is clear that we are not safe in our homes. We are not safe in our workplaces and we are not safe in our streets.""

People in Writer's Square, Belfast, taking part in a demonstration against gender violence and to defend the right to protest following the murder of Sarah Everard Liam McBurney/PA Wire

On a statement on social media, the group urged those attending to ensure social distancing was followed and also that anyone attending also wore masks and sanitised their hands.

""We’ve called this action in solidarity with all victims and survivors of gender-based violence and with those protesting the murder of Sarah Everard who have faced disgraceful police repression,"" they said.

""It’s clear that gender-based violence is a daily reality for women & non-binary people, and the assembly has failed to effectively tackle this crisis.

""Today, Writer’s Square, Belfast at 6pm, we’ll be taking a stand to defend the right to protest, to oppose the repression against those attending Saturday’s vigil, and to demand an end to gender-based violence.

""The response of the Met police was totally abhorrent, and underlines what socialist feminists have been saying : that the entire system is complicit in perpetuating violence and misogyny.""

The event in Belfast follows other similar ""reclaim the streets"" events in Dublin and also the high profile vigil in Clapham Common in London on Saturday when met Police officers clashed with crowds gathered.

In a statement, Superintendent David Moore from the PSNI said: ""Police were in attendance at a planned protest which took place at the Writer’s Square area of Belfast this evening

“Shortly before 6pm, approximately around 20 people had gathered at the event which was peaceful. This number quickly grew to approximately 100.

""As a result, officers engaged with the event organisers and explained and encouraged people to comply with the Health Protection (Coronavirus Restrictions) Regulations NI 2020. Subsequently, five people were issued with Fixed Penalty Notices under the Health Protection Regulations.

“We would appeal to everyone to adhere to the current Health Protection (Coronavirus Restrictions) Regulations to play their part in slowing the spread of this virus and helping everyone stay safe and save lives.”",the Writer’s Square,belfasttelegraph.co.uk,Belfast,NA,Belfast,,Belfast,"The article explicitly states that the event took place in Writer's Square, Belfast."
gemma2:latest,1,"Petroc Netball team progressed to the third round of the Cup after a confident 31 – 16 victory over their visitors from Richard Huish 3rds. A solid first-half performance from the girls was pleasing to watch for the coaches, as they put their training in

Petroc Netball team progressed to the third round of the Cup after a confident 31 – 16 victory over their visitors from Richard Huish 3rds.

A solid first-half performance from the girls was pleasing to watch for the coaches, as they put their training into practice with lots of movement off the ball and some good interceptions whilst defending. The shooters also put in a shift working the circle well.

Huish fought back in the second half but Petroc always looked pretty comfortable and ran out winners with Jessica Goodfellow getting the player of the match award.

Unfortunately, the good news did not extend to the football pitch, as Petroc Men bowed out of their competition.

Petroc travelled, once again, to Taunton to the grass pitch at Richard Huish 1sts, knowing a tough test awaited them.

After an even start, the breakthrough came late in the half when a long ball wasn't dealt with and the Huish attacker managed to nod the ball over the advancing Liam Loftus in the Petroc goal and Pat Henry couldn't quite wrap his foot far enough around the ball to keep it out.

The second half was just as tight, with both sides creating chances but, as time went on, Petroc had no choice but to push forward, which left the inevitable gaps at the back.

Huish snatched a decisive second when a cross from the right and a late third confirmed the Petroc exit.

Not the result Petroc were looking for but there were plenty of positives to take away and use going forwards in the league for the remainder of the season.

Petroc now look forward to the week after half term with Men's football playing in the Regional 7-a-side championships, Netball at home to SGS and a mixed volleyball cup tie at home to, yes, you've guessed it, Richard Huish!

There are open evenings on November 1 & 2 at the main Barnstaple campus and the team would love to chat about sport with anyone considering a course at Petroc.",Richard Huish 1sts,northdevongazette.co.uk,North Devon,NA,Somerset,,Taunton,The article mentions Petroc travelling to Taunton to play Richard Huish 1sts.
