doc,group_id,entity,options,main_LAD,domain,article_id_group
"It will come as no surprise that London has some of the priciest areas to buy property in the whole of England, according to figures sourced from the Office for National Statistics (ONS).

In fact, the 20 most expensive neighbourhoods in England - where you will need at least £1.2 million to get on the property ladder - can all be found in the capital city.

If you have a generous budget, Knightsbridge, Belgravia & Hyde Park in Westminster may be the place for you.

This exclusive London neighbourhood has the highest property prices in the whole of the country and will set you back a cool £2.83 million, on average, to move there.

Fortunately, the average price in the most expensive areas of [local authority] are not quite that high.

But these upscale neighbourhoods will still cost you a pretty penny.

Here we reveal the 22 most expensive neighbourhoods in Wakefield

The figures, sourced from the ONS using Land Registry data, shows the median price paid in each neighbourhood in the 12 months to June 2021.

1 . Sandal The average property price in Sandal was £320,000. Photo Sales

2 . Walton, Woolley and Bretton The average property price in Walton, Woolley and Bretton was £265,000. Photo Sales

3 . Ackworth and Darrington The average property price in Ackworth and Darrington was £229,250. Photo Sales",ID_41,Darrington,Wakefield,Wakefield,wakefieldexpress.co.uk,article-1027373
"James Sinclair, 31, of Three Colt Street, Limehouse will serve at least 41 years in prison for the two unprovoked attacks on lone strangers after being sentenced today - Friday, July 8.

He was found guilty of the murder of Shadika Patel, 40, and the attempted murder of a 48-year-old woman on July 5 following a trial at the Old Bailey.

Sinclair was given a life sentence, with a minimum term of 41 years, for the murder and another life sentence, with at least 18 years’ imprisonment, for the attempted murder.

The two sentences will be served at the same time and the 830 days he spent on remand in custody will be taken off the total.

Det Ch Insp Mark Rogers, speaking after the sentencing hearing, said: ""I am pleased with the length of the prison sentence, which reflects the severity of James Sinclair’s crimes.

""James Sinclair will now spend the majority of the rest of his life in prison and will no longer pose a threat to anyone on the streets of London.""

The jury heard Shadika was stabbed repeatedly by Sinclair in Altmore Avenue, East Ham in the early hours of March 19, 2020.

She was taking a food parcel to her two teenage sons in the lead up to the first national coronavirus lockdown at the time, the Old Bailey heard.

The next day, Sinclair attacked the other woman in Belfont Walk, Holloway, leaving her with a number of serious injuries that required hospital treatment including a punctured lung.

Sinclair was arrested on 27 March after police released CCTV footage which showed him after the murder of Shadika.

He had pleaded not guilty to the charges of murder and attempted murder, refused to attend court during his trial and never gave an explanation for why he attacked the two women.

Det Insp John Marriott, the lead investigator, said: ""James Sinclair’s actions have devastated the lives of Shadika’s friends and family and left her two teenage sons without a mother.

""It is incomprehensible why he chose to attack two lone women at night.

""Incidents such as this are rare and my team of detectives worked at pace to identify Sinclair before he could attack anyone else.""",ID_42,Three Colt Street,Tower Hamlets,Newham,newhamrecorder.co.uk,article-1046101;article-1046102
"James Sinclair, 31, of Three Colt Street, Limehouse will serve at least 41 years in prison for the two unprovoked attacks on lone strangers after being sentenced today - Friday, July 8.

He was found guilty of the murder of Shadika Patel, 40, and the attempted murder of a 48-year-old woman on July 5 following a trial at the Old Bailey.

Sinclair was given a life sentence, with a minimum term of 41 years, for the murder and another life sentence, with at least 18 years’ imprisonment, for the attempted murder.

The two sentences will be served at the same time and the 830 days he spent on remand in custody will be taken off the total.

Det Ch Insp Mark Rogers, speaking after the sentencing hearing, said: ""I am pleased with the length of the prison sentence, which reflects the severity of James Sinclair’s crimes.

""James Sinclair will now spend the majority of the rest of his life in prison and will no longer pose a threat to anyone on the streets of London.""

The jury heard Shadika was stabbed repeatedly by Sinclair in Altmore Avenue, East Ham in the early hours of March 19, 2020.

She was taking a food parcel to her two teenage sons in the lead up to the first national coronavirus lockdown at the time, the Old Bailey heard.

The next day, Sinclair attacked the other woman in Belfont Walk, Holloway, leaving her with a number of serious injuries that required hospital treatment including a punctured lung.

Sinclair was arrested on 27 March after police released CCTV footage which showed him after the murder of Shadika.

He had pleaded not guilty to the charges of murder and attempted murder, refused to attend court during his trial and never gave an explanation for why he attacked the two women.

Det Insp John Marriott, the lead investigator, said: ""James Sinclair’s actions have devastated the lives of Shadika’s friends and family and left her two teenage sons without a mother.

""It is incomprehensible why he chose to attack two lone women at night.

""Incidents such as this are rare and my team of detectives worked at pace to identify Sinclair before he could attack anyone else.""",ID_42,Limehouse,Derby; Powys; Preston; Somerset; Tendring; Tower Hamlets,Newham,newhamrecorder.co.uk,article-1046101;article-1046102
"James Sinclair, 31, of Three Colt Street, Limehouse will serve at least 41 years in prison for the two unprovoked attacks on lone strangers after being sentenced today - Friday, July 8.

He was found guilty of the murder of Shadika Patel, 40, and the attempted murder of a 48-year-old woman on July 5 following a trial at the Old Bailey.

Sinclair was given a life sentence, with a minimum term of 41 years, for the murder and another life sentence, with at least 18 years’ imprisonment, for the attempted murder.

The two sentences will be served at the same time and the 830 days he spent on remand in custody will be taken off the total.

Det Ch Insp Mark Rogers, speaking after the sentencing hearing, said: ""I am pleased with the length of the prison sentence, which reflects the severity of James Sinclair’s crimes.

""James Sinclair will now spend the majority of the rest of his life in prison and will no longer pose a threat to anyone on the streets of London.""

The jury heard Shadika was stabbed repeatedly by Sinclair in Altmore Avenue, East Ham in the early hours of March 19, 2020.

She was taking a food parcel to her two teenage sons in the lead up to the first national coronavirus lockdown at the time, the Old Bailey heard.

The next day, Sinclair attacked the other woman in Belfont Walk, Holloway, leaving her with a number of serious injuries that required hospital treatment including a punctured lung.

Sinclair was arrested on 27 March after police released CCTV footage which showed him after the murder of Shadika.

He had pleaded not guilty to the charges of murder and attempted murder, refused to attend court during his trial and never gave an explanation for why he attacked the two women.

Det Insp John Marriott, the lead investigator, said: ""James Sinclair’s actions have devastated the lives of Shadika’s friends and family and left her two teenage sons without a mother.

""It is incomprehensible why he chose to attack two lone women at night.

""Incidents such as this are rare and my team of detectives worked at pace to identify Sinclair before he could attack anyone else.""",ID_42,the Old Bailey,City of London; Maidstone,Newham,newhamrecorder.co.uk,article-1046101;article-1046102
"James Sinclair, 31, of Three Colt Street, Limehouse will serve at least 41 years in prison for the two unprovoked attacks on lone strangers after being sentenced today - Friday, July 8.

He was found guilty of the murder of Shadika Patel, 40, and the attempted murder of a 48-year-old woman on July 5 following a trial at the Old Bailey.

Sinclair was given a life sentence, with a minimum term of 41 years, for the murder and another life sentence, with at least 18 years’ imprisonment, for the attempted murder.

The two sentences will be served at the same time and the 830 days he spent on remand in custody will be taken off the total.

Det Ch Insp Mark Rogers, speaking after the sentencing hearing, said: ""I am pleased with the length of the prison sentence, which reflects the severity of James Sinclair’s crimes.

""James Sinclair will now spend the majority of the rest of his life in prison and will no longer pose a threat to anyone on the streets of London.""

The jury heard Shadika was stabbed repeatedly by Sinclair in Altmore Avenue, East Ham in the early hours of March 19, 2020.

She was taking a food parcel to her two teenage sons in the lead up to the first national coronavirus lockdown at the time, the Old Bailey heard.

The next day, Sinclair attacked the other woman in Belfont Walk, Holloway, leaving her with a number of serious injuries that required hospital treatment including a punctured lung.

Sinclair was arrested on 27 March after police released CCTV footage which showed him after the murder of Shadika.

He had pleaded not guilty to the charges of murder and attempted murder, refused to attend court during his trial and never gave an explanation for why he attacked the two women.

Det Insp John Marriott, the lead investigator, said: ""James Sinclair’s actions have devastated the lives of Shadika’s friends and family and left her two teenage sons without a mother.

""It is incomprehensible why he chose to attack two lone women at night.

""Incidents such as this are rare and my team of detectives worked at pace to identify Sinclair before he could attack anyone else.""",ID_42,Altmore Avenue,Newham,Newham,newhamrecorder.co.uk,article-1046101;article-1046102
"James Sinclair, 31, of Three Colt Street, Limehouse will serve at least 41 years in prison for the two unprovoked attacks on lone strangers after being sentenced today - Friday, July 8.

He was found guilty of the murder of Shadika Patel, 40, and the attempted murder of a 48-year-old woman on July 5 following a trial at the Old Bailey.

Sinclair was given a life sentence, with a minimum term of 41 years, for the murder and another life sentence, with at least 18 years’ imprisonment, for the attempted murder.

The two sentences will be served at the same time and the 830 days he spent on remand in custody will be taken off the total.

Det Ch Insp Mark Rogers, speaking after the sentencing hearing, said: ""I am pleased with the length of the prison sentence, which reflects the severity of James Sinclair’s crimes.

""James Sinclair will now spend the majority of the rest of his life in prison and will no longer pose a threat to anyone on the streets of London.""

The jury heard Shadika was stabbed repeatedly by Sinclair in Altmore Avenue, East Ham in the early hours of March 19, 2020.

She was taking a food parcel to her two teenage sons in the lead up to the first national coronavirus lockdown at the time, the Old Bailey heard.

The next day, Sinclair attacked the other woman in Belfont Walk, Holloway, leaving her with a number of serious injuries that required hospital treatment including a punctured lung.

Sinclair was arrested on 27 March after police released CCTV footage which showed him after the murder of Shadika.

He had pleaded not guilty to the charges of murder and attempted murder, refused to attend court during his trial and never gave an explanation for why he attacked the two women.

Det Insp John Marriott, the lead investigator, said: ""James Sinclair’s actions have devastated the lives of Shadika’s friends and family and left her two teenage sons without a mother.

""It is incomprehensible why he chose to attack two lone women at night.

""Incidents such as this are rare and my team of detectives worked at pace to identify Sinclair before he could attack anyone else.""",ID_42,East Ham,Newham; Shetland Islands,Newham,newhamrecorder.co.uk,article-1046101;article-1046102
"James Sinclair, 31, of Three Colt Street, Limehouse will serve at least 41 years in prison for the two unprovoked attacks on lone strangers after being sentenced today - Friday, July 8.

He was found guilty of the murder of Shadika Patel, 40, and the attempted murder of a 48-year-old woman on July 5 following a trial at the Old Bailey.

Sinclair was given a life sentence, with a minimum term of 41 years, for the murder and another life sentence, with at least 18 years’ imprisonment, for the attempted murder.

The two sentences will be served at the same time and the 830 days he spent on remand in custody will be taken off the total.

Det Ch Insp Mark Rogers, speaking after the sentencing hearing, said: ""I am pleased with the length of the prison sentence, which reflects the severity of James Sinclair’s crimes.

""James Sinclair will now spend the majority of the rest of his life in prison and will no longer pose a threat to anyone on the streets of London.""

The jury heard Shadika was stabbed repeatedly by Sinclair in Altmore Avenue, East Ham in the early hours of March 19, 2020.

She was taking a food parcel to her two teenage sons in the lead up to the first national coronavirus lockdown at the time, the Old Bailey heard.

The next day, Sinclair attacked the other woman in Belfont Walk, Holloway, leaving her with a number of serious injuries that required hospital treatment including a punctured lung.

Sinclair was arrested on 27 March after police released CCTV footage which showed him after the murder of Shadika.

He had pleaded not guilty to the charges of murder and attempted murder, refused to attend court during his trial and never gave an explanation for why he attacked the two women.

Det Insp John Marriott, the lead investigator, said: ""James Sinclair’s actions have devastated the lives of Shadika’s friends and family and left her two teenage sons without a mother.

""It is incomprehensible why he chose to attack two lone women at night.

""Incidents such as this are rare and my team of detectives worked at pace to identify Sinclair before he could attack anyone else.""",ID_42,Belfont Walk,Islington,Newham,newhamrecorder.co.uk,article-1046101;article-1046102
"James Sinclair, 31, of Three Colt Street, Limehouse will serve at least 41 years in prison for the two unprovoked attacks on lone strangers after being sentenced today - Friday, July 8.

He was found guilty of the murder of Shadika Patel, 40, and the attempted murder of a 48-year-old woman on July 5 following a trial at the Old Bailey.

Sinclair was given a life sentence, with a minimum term of 41 years, for the murder and another life sentence, with at least 18 years’ imprisonment, for the attempted murder.

The two sentences will be served at the same time and the 830 days he spent on remand in custody will be taken off the total.

Det Ch Insp Mark Rogers, speaking after the sentencing hearing, said: ""I am pleased with the length of the prison sentence, which reflects the severity of James Sinclair’s crimes.

""James Sinclair will now spend the majority of the rest of his life in prison and will no longer pose a threat to anyone on the streets of London.""

The jury heard Shadika was stabbed repeatedly by Sinclair in Altmore Avenue, East Ham in the early hours of March 19, 2020.

She was taking a food parcel to her two teenage sons in the lead up to the first national coronavirus lockdown at the time, the Old Bailey heard.

The next day, Sinclair attacked the other woman in Belfont Walk, Holloway, leaving her with a number of serious injuries that required hospital treatment including a punctured lung.

Sinclair was arrested on 27 March after police released CCTV footage which showed him after the murder of Shadika.

He had pleaded not guilty to the charges of murder and attempted murder, refused to attend court during his trial and never gave an explanation for why he attacked the two women.

Det Insp John Marriott, the lead investigator, said: ""James Sinclair’s actions have devastated the lives of Shadika’s friends and family and left her two teenage sons without a mother.

""It is incomprehensible why he chose to attack two lone women at night.

""Incidents such as this are rare and my team of detectives worked at pace to identify Sinclair before he could attack anyone else.""",ID_42,Holloway,Bath and North East Somerset; Birmingham; Derbyshire Dales; Halton; Islington; Lichfield; Pembrokeshire; Somerset; South Derbyshire; Wiltshire; Windsor and Maidenhead; Wychavon,Newham,newhamrecorder.co.uk,article-1046101;article-1046102
"Kaya Colakoglu went into the shop on Westminster Road at around 8.30pm on Saturday, January 2 carrying a large knife.

He went straight behind the counter and demanded that an employee, who was serving a customer, open the till.

After pointing the knife towards the store worker and threatening to stab him, Colakoglu opened the till himself.

He then stole the cash that was inside it and fled on foot.

Colakoglu was wearing a surgical face mask during the armed robbery, but he took it off before buying a bottle of rum and a soft drink at a convenience store on the nearby Stanley Road soon afterwards.

Detectives investigating the robbery released CCTV images of the unmasked Colakoglu and information provided by members of the public subsequently led to him being swiftly identified as the offender.

He was arrested at his home in Lime Street, Ellesmere Port, just 17-and-a-half hours after committing the knifepoint robbery.

Colakoglu immediately admitted to being the armed robber, stating that he was ‘mortified’ by what he had done.

He was subsequently charged with robbery and possession of a knife in a public place.

Colakoglu pleaded guilty to both offences and was sentenced at Chester Crown Court on Monday, February 1.

He was jailed for 40 months and ordered to pay a £190 victim surcharge.

The offending also triggered a 10-month suspended prison sentence imposed on Colakoglu by Mold Crown Court on Wednesday, August 12.

That sentence was for assault, affray, criminal damage and possession of an offensive weapon in a public place offences that Colakoglu committed in Rhyl, North Wales, earlier in 2020.

As such, the total sentence Colakoglu now has to serve is 50 months in prison.

Detective Constable Steve Popplestone, who led the investigation into the robbery at Ellesmere Port Local Policing Unit, said: “The man who was working behind the counter at the convenience store on Westminster Road was subjected to a terrifying ordeal that understandably left him extremely shaken up.

“The incident was also frightening for the man who was being served by the store worker at the time of the armed robbery.

“Thankfully – through CCTV footage, an appeal we issued to the local media and information that was subsequently provided by members of the public – we were able to quickly establish that Kaya Colakoglu was responsible for the robbery and arrest him.

“I hope the fact that he is now behind bars facing the consequences of his actions brings some closure to the store worker he threatened at knifepoint.

“I also hope that this case acts as a deterrent to other people and stops them from committing such crimes.”

Chief Inspector Sarah Heath, Cheshire Constabulary’s knife crime lead, added: “We are committed to doing all we can to tackle knife crime.

“We will respond robustly to any knife related incidents and do all we can to ensure that anyone found to be carrying a knife or committing a knife related offence is brought to justice.

“Members of the public have a vital role to play in our fight against knife crime by giving us information about crimes involving knives and those who carry weapons.

“I would like to thank the members of the public who helped us to identify the offender and bring him to justice.”

David Keane, police and crime commissioner for Cheshire, said: “I would like to thank everyone at Cheshire Constabulary that has been involved in this investigation.

“As a result of their sterling work, and the information provided by members of the public, the armed robber was identified, arrested and confessed to the crime within a day of the offence having occurred.”",ID_43,Westminster Road,"Birmingham; Blackburn with Darwen; Blackpool; Bolton; Bournemouth, Christchurch and Poole; Bradford; Bristol, City of; Calderdale; Cannock Chase; Canterbury; Cheshire East; Cheshire West and Chester; Chorley; Coventry; Crawley; Darlington; Dorset; Dudley; Ealing; Enfield; Exeter; Lancaster; Leicester; Liverpool; Malvern Hills; Middlesbrough; North Kesteven; North Lincolnshire; North Northamptonshire; North Yorkshire; Oldham; Salford; Sandwell; Sefton; Staffordshire Moorlands; Sutton; Swindon; Trafford; Walsall; West Northamptonshire; Wiltshire; Wirral; Worcester; Wrexham; Wyre Forest; York",Wirral,wirralglobe.co.uk,article-1079014
"Kaya Colakoglu went into the shop on Westminster Road at around 8.30pm on Saturday, January 2 carrying a large knife.

He went straight behind the counter and demanded that an employee, who was serving a customer, open the till.

After pointing the knife towards the store worker and threatening to stab him, Colakoglu opened the till himself.

He then stole the cash that was inside it and fled on foot.

Colakoglu was wearing a surgical face mask during the armed robbery, but he took it off before buying a bottle of rum and a soft drink at a convenience store on the nearby Stanley Road soon afterwards.

Detectives investigating the robbery released CCTV images of the unmasked Colakoglu and information provided by members of the public subsequently led to him being swiftly identified as the offender.

He was arrested at his home in Lime Street, Ellesmere Port, just 17-and-a-half hours after committing the knifepoint robbery.

Colakoglu immediately admitted to being the armed robber, stating that he was ‘mortified’ by what he had done.

He was subsequently charged with robbery and possession of a knife in a public place.

Colakoglu pleaded guilty to both offences and was sentenced at Chester Crown Court on Monday, February 1.

He was jailed for 40 months and ordered to pay a £190 victim surcharge.

The offending also triggered a 10-month suspended prison sentence imposed on Colakoglu by Mold Crown Court on Wednesday, August 12.

That sentence was for assault, affray, criminal damage and possession of an offensive weapon in a public place offences that Colakoglu committed in Rhyl, North Wales, earlier in 2020.

As such, the total sentence Colakoglu now has to serve is 50 months in prison.

Detective Constable Steve Popplestone, who led the investigation into the robbery at Ellesmere Port Local Policing Unit, said: “The man who was working behind the counter at the convenience store on Westminster Road was subjected to a terrifying ordeal that understandably left him extremely shaken up.

“The incident was also frightening for the man who was being served by the store worker at the time of the armed robbery.

“Thankfully – through CCTV footage, an appeal we issued to the local media and information that was subsequently provided by members of the public – we were able to quickly establish that Kaya Colakoglu was responsible for the robbery and arrest him.

“I hope the fact that he is now behind bars facing the consequences of his actions brings some closure to the store worker he threatened at knifepoint.

“I also hope that this case acts as a deterrent to other people and stops them from committing such crimes.”

Chief Inspector Sarah Heath, Cheshire Constabulary’s knife crime lead, added: “We are committed to doing all we can to tackle knife crime.

“We will respond robustly to any knife related incidents and do all we can to ensure that anyone found to be carrying a knife or committing a knife related offence is brought to justice.

“Members of the public have a vital role to play in our fight against knife crime by giving us information about crimes involving knives and those who carry weapons.

“I would like to thank the members of the public who helped us to identify the offender and bring him to justice.”

David Keane, police and crime commissioner for Cheshire, said: “I would like to thank everyone at Cheshire Constabulary that has been involved in this investigation.

“As a result of their sterling work, and the information provided by members of the public, the armed robber was identified, arrested and confessed to the crime within a day of the offence having occurred.”",ID_43,Stanley Road,"Arun; Babergh; Barnet; Barnsley; Bedford; Bexley; Birmingham; Blackpool; Bolton; Bournemouth, Christchurch and Poole; Bradford; Braintree; Brent; Brighton and Hove; Bristol, City of; Broadland; Bromley; Buckinghamshire; Bury; Calderdale; Cambridge; Cannock Chase; Canterbury; Carmarthenshire; Castle Point; Ceredigion; Cheltenham; Cheshire East; Cheshire West and Chester; Chichester; City of Edinburgh; Coventry; Croydon; Cumberland; Dartford; Derby; Doncaster; Dover; Dudley; Dundee City; Ealing; East Cambridgeshire; East Hertfordshire; East Suffolk; Eastbourne; Enfield; Flintshire; Folkestone and Hythe; Fylde; Gloucester; Gravesham; Great Yarmouth; Gwynedd; Haringey; Harrow; Hartlepool; Hastings; Havering; Hillingdon; Hinckley and Bosworth; Hounslow; Isle of Wight; Kirklees; Knowsley; Lancaster; Leeds; Leicester; Lewes; Liverpool; Luton; Maidstone; Malvern Hills; Mansfield; Medway; Merton; Mid Suffolk; Neath Port Talbot; New Forest; Newcastle-under-Lyme; Newham; Newport; North Ayrshire; North Lanarkshire; North Lincolnshire; North Norfolk; North Northamptonshire; North Somerset; North Warwickshire; Nottingham; Nuneaton and Bedworth; Oldham; Oxford; Peterborough; Portsmouth; Redbridge; Rhondda Cynon Taf; Richmond upon Thames; Rochford; Rugby; Rushcliffe; Salford; Sandwell; Sefton; Sheffield; South Gloucestershire; South Ribble; Southampton; Southend-on-Sea; Spelthorne; Staffordshire Moorlands; Stevenage; Stockport; Stoke-on-Trent; Sutton; Tameside; Telford and Wrekin; Tendring; Thanet; Thurrock; Torbay; Torfaen; Trafford; Tunbridge Wells; Uttlesford; Wakefield; Walsall; Waltham Forest; Watford; West Berkshire; West Lancashire; West Northamptonshire; Westmorland and Furness; Wigan; Wirral; Woking; Wokingham; Wolverhampton; Worcester; Worthing; Wrexham; Wyre",Wirral,wirralglobe.co.uk,article-1079014
"Kaya Colakoglu went into the shop on Westminster Road at around 8.30pm on Saturday, January 2 carrying a large knife.

He went straight behind the counter and demanded that an employee, who was serving a customer, open the till.

After pointing the knife towards the store worker and threatening to stab him, Colakoglu opened the till himself.

He then stole the cash that was inside it and fled on foot.

Colakoglu was wearing a surgical face mask during the armed robbery, but he took it off before buying a bottle of rum and a soft drink at a convenience store on the nearby Stanley Road soon afterwards.

Detectives investigating the robbery released CCTV images of the unmasked Colakoglu and information provided by members of the public subsequently led to him being swiftly identified as the offender.

He was arrested at his home in Lime Street, Ellesmere Port, just 17-and-a-half hours after committing the knifepoint robbery.

Colakoglu immediately admitted to being the armed robber, stating that he was ‘mortified’ by what he had done.

He was subsequently charged with robbery and possession of a knife in a public place.

Colakoglu pleaded guilty to both offences and was sentenced at Chester Crown Court on Monday, February 1.

He was jailed for 40 months and ordered to pay a £190 victim surcharge.

The offending also triggered a 10-month suspended prison sentence imposed on Colakoglu by Mold Crown Court on Wednesday, August 12.

That sentence was for assault, affray, criminal damage and possession of an offensive weapon in a public place offences that Colakoglu committed in Rhyl, North Wales, earlier in 2020.

As such, the total sentence Colakoglu now has to serve is 50 months in prison.

Detective Constable Steve Popplestone, who led the investigation into the robbery at Ellesmere Port Local Policing Unit, said: “The man who was working behind the counter at the convenience store on Westminster Road was subjected to a terrifying ordeal that understandably left him extremely shaken up.

“The incident was also frightening for the man who was being served by the store worker at the time of the armed robbery.

“Thankfully – through CCTV footage, an appeal we issued to the local media and information that was subsequently provided by members of the public – we were able to quickly establish that Kaya Colakoglu was responsible for the robbery and arrest him.

“I hope the fact that he is now behind bars facing the consequences of his actions brings some closure to the store worker he threatened at knifepoint.

“I also hope that this case acts as a deterrent to other people and stops them from committing such crimes.”

Chief Inspector Sarah Heath, Cheshire Constabulary’s knife crime lead, added: “We are committed to doing all we can to tackle knife crime.

“We will respond robustly to any knife related incidents and do all we can to ensure that anyone found to be carrying a knife or committing a knife related offence is brought to justice.

“Members of the public have a vital role to play in our fight against knife crime by giving us information about crimes involving knives and those who carry weapons.

“I would like to thank the members of the public who helped us to identify the offender and bring him to justice.”

David Keane, police and crime commissioner for Cheshire, said: “I would like to thank everyone at Cheshire Constabulary that has been involved in this investigation.

“As a result of their sterling work, and the information provided by members of the public, the armed robber was identified, arrested and confessed to the crime within a day of the offence having occurred.”",ID_43,Lime Street,"Aberdeen City; Ashfield; Bedford; Blackburn with Darwen; Bolton; Bradford; Bristol, City of; Bury; Calderdale; Cheshire East; Cheshire West and Chester; City of London; County Durham; Cumberland; Dundee City; Erewash; Falkirk; Forest of Dean; Gateshead; Glasgow City; Gwynedd; Hyndburn; Inverclyde; Kingston upon Hull, City of; Kirklees; Liverpool; Melton; Milton Keynes; Newcastle upon Tyne; North East Lincolnshire; North Northamptonshire; North Yorkshire; Northumberland; Nottingham; Oldham; Pendle; Rhondda Cynon Taf; Ribble Valley; Rochdale; Rushmoor; Salford; Sefton; Sheffield; Shropshire; Somerset; South Holland; Southampton; Stockport; Stoke-on-Trent; Sunderland; Swansea; Tameside; Teignbridge; Tendring; Wakefield; Walsall; Waltham Forest; Westmorland and Furness; Wigan; Wolverhampton; Wrexham; Wychavon",Wirral,wirralglobe.co.uk,article-1079014
"Kaya Colakoglu went into the shop on Westminster Road at around 8.30pm on Saturday, January 2 carrying a large knife.

He went straight behind the counter and demanded that an employee, who was serving a customer, open the till.

After pointing the knife towards the store worker and threatening to stab him, Colakoglu opened the till himself.

He then stole the cash that was inside it and fled on foot.

Colakoglu was wearing a surgical face mask during the armed robbery, but he took it off before buying a bottle of rum and a soft drink at a convenience store on the nearby Stanley Road soon afterwards.

Detectives investigating the robbery released CCTV images of the unmasked Colakoglu and information provided by members of the public subsequently led to him being swiftly identified as the offender.

He was arrested at his home in Lime Street, Ellesmere Port, just 17-and-a-half hours after committing the knifepoint robbery.

Colakoglu immediately admitted to being the armed robber, stating that he was ‘mortified’ by what he had done.

He was subsequently charged with robbery and possession of a knife in a public place.

Colakoglu pleaded guilty to both offences and was sentenced at Chester Crown Court on Monday, February 1.

He was jailed for 40 months and ordered to pay a £190 victim surcharge.

The offending also triggered a 10-month suspended prison sentence imposed on Colakoglu by Mold Crown Court on Wednesday, August 12.

That sentence was for assault, affray, criminal damage and possession of an offensive weapon in a public place offences that Colakoglu committed in Rhyl, North Wales, earlier in 2020.

As such, the total sentence Colakoglu now has to serve is 50 months in prison.

Detective Constable Steve Popplestone, who led the investigation into the robbery at Ellesmere Port Local Policing Unit, said: “The man who was working behind the counter at the convenience store on Westminster Road was subjected to a terrifying ordeal that understandably left him extremely shaken up.

“The incident was also frightening for the man who was being served by the store worker at the time of the armed robbery.

“Thankfully – through CCTV footage, an appeal we issued to the local media and information that was subsequently provided by members of the public – we were able to quickly establish that Kaya Colakoglu was responsible for the robbery and arrest him.

“I hope the fact that he is now behind bars facing the consequences of his actions brings some closure to the store worker he threatened at knifepoint.

“I also hope that this case acts as a deterrent to other people and stops them from committing such crimes.”

Chief Inspector Sarah Heath, Cheshire Constabulary’s knife crime lead, added: “We are committed to doing all we can to tackle knife crime.

“We will respond robustly to any knife related incidents and do all we can to ensure that anyone found to be carrying a knife or committing a knife related offence is brought to justice.

“Members of the public have a vital role to play in our fight against knife crime by giving us information about crimes involving knives and those who carry weapons.

“I would like to thank the members of the public who helped us to identify the offender and bring him to justice.”

David Keane, police and crime commissioner for Cheshire, said: “I would like to thank everyone at Cheshire Constabulary that has been involved in this investigation.

“As a result of their sterling work, and the information provided by members of the public, the armed robber was identified, arrested and confessed to the crime within a day of the offence having occurred.”",ID_43,Ellesmere Port,Cheshire West and Chester,Wirral,wirralglobe.co.uk,article-1079014
